timestamp,water_flow
2026-01-30 11:00:00+00:00,26.7137
2026-01-30 15:00:00+00:00,29.706
2026-01-30 19:00:00+00:00,26.7137
2026-01-30 23:00:00+00:00,31.5015
2026-01-31 00:00:00+00:00,30.903
2026-01-31 01:00:00+00:00,31.5015
2026-01-31 02:00:00+00:00,30.903
2026-01-31 03:00:00+00:00,30.3045
2026-01-31 04:00:00+00:00,29.706
2026-01-31 05:00:00+00:00,29.706
2026-01-31 06:00:00+00:00,29.706
2026-01-31 07:00:00+00:00,30.3045
2026-01-31 08:00:00+00:00,30.3045
2026-01-31 09:00:00+00:00,30.3045
2026-01-31 10:00:00+00:00,30.903
2026-01-31 11:00:00+00:00,30.903
2026-01-31 12:00:00+00:00,30.3045
2026-01-31 13:00:00+00:00,29.706
2026-01-31 14:00:00+00:00,29.706
2026-01-31 15:00:00+00:00,29.706
2026-01-31 16:00:00+00:00,29.706
2026-01-31 17:00:00+00:00,29.706
2026-01-31 18:00:00+00:00,29.706
2026-01-31 19:00:00+00:00,29.706
2026-01-31 20:00:00+00:00,29.706
2026-01-31 21:00:00+00:00,29.706
2026-01-31 22:00:00+00:00,30.3045
2026-01-31 23:00:00+00:00,32.6984
2026-02-01 00:00:00+00:00,30.903
2026-02-01 01:00:00+00:00,30.903
2026-02-01 02:00:00+00:00,31.5015
2026-02-01 03:00:00+00:00,32.6984
2026-02-01 04:00:00+00:00,35.6908
2026-02-01 05:00:00+00:00,35.6908
2026-02-01 06:00:00+00:00,36.2892
2026-02-01 07:00:00+00:00,42.2739
2026-02-01 08:00:00+00:00,39.88
2026-02-01 09:00:00+00:00,36.8877
2026-02-01 10:00:00+00:00,43.4709
2026-02-01 11:00:00+00:00,39.2816
2026-02-01 12:00:00+00:00,39.88
2026-02-01 13:00:00+00:00,39.2816
2026-02-01 14:00:00+00:00,39.88
2026-02-01 15:00:00+00:00,39.88
2026-02-01 16:00:00+00:00,42.8724
2026-02-01 17:00:00+00:00,46.4632
2026-02-01 18:00:00+00:00,42.8724
2026-02-01 19:00:00+00:00,42.8724
2026-02-01 20:00:00+00:00,42.2739
2026-02-01 21:00:00+00:00,41.6755
2026-02-01 22:00:00+00:00,44.6678
2026-02-01 23:00:00+00:00,42.8724
2026-02-02 00:00:00+00:00,46.4632
2026-02-02 01:00:00+00:00,46.4632
2026-02-02 02:00:00+00:00,47.6602
2026-02-02 03:00:00+00:00,54.2433
2026-02-02 04:00:00+00:00,57.8341
2026-02-02 05:00:00+00:00,59.6296
2026-02-02 06:00:00+00:00,68.0081
2026-02-02 07:00:00+00:00,64.4173
2026-02-02 08:00:00+00:00,65.0158
2026-02-02 09:00:00+00:00,69.2051
2026-02-02 10:00:00+00:00,68.0081
2026-02-02 11:00:00+00:00,66.2127
2026-02-02 12:00:00+00:00,62.6219
2026-02-02 13:00:00+00:00,56.6372
2026-02-02 14:00:00+00:00,57.8341
2026-02-02 15:00:00+00:00,62.6219
2026-02-02 16:00:00+00:00,66.2127
2026-02-02 17:00:00+00:00,64.4173
2026-02-02 18:00:00+00:00,62.6219
2026-02-02 19:00:00+00:00,60.8265
2026-02-02 20:00:00+00:00,63.8188
2026-02-02 21:00:00+00:00,66.2127
2026-02-02 22:00:00+00:00,66.2127
2026-02-02 23:00:00+00:00,65.0158
2026-02-03 00:00:00+00:00,65.6143
2026-02-03 01:00:00+00:00,72.1974
2026-02-03 02:00:00+00:00,70.402
2026-02-03 03:00:00+00:00,69.8035
2026-02-03 04:00:00+00:00,72.1974
2026-02-03 05:00:00+00:00,71.599
2026-02-03 06:00:00+00:00,71.0005
2026-02-03 07:00:00+00:00,68.6066
2026-02-03 08:00:00+00:00,65.6143
2026-02-03 09:00:00+00:00,65.6143
2026-02-03 10:00:00+00:00,61.425
2026-02-03 11:00:00+00:00,64.4173
2026-02-03 12:00:00+00:00,64.4173
2026-02-03 13:00:00+00:00,63.2204
2026-02-03 14:00:00+00:00,60.228
2026-02-03 15:00:00+00:00,62.0234
2026-02-03 16:00:00+00:00,65.0158
2026-02-03 17:00:00+00:00,61.425
2026-02-03 18:00:00+00:00,60.8265
2026-02-03 19:00:00+00:00,59.6296
2026-02-03 20:00:00+00:00,59.6296
2026-02-03 21:00:00+00:00,59.6296
2026-02-03 22:00:00+00:00,59.0311
2026-02-03 23:00:00+00:00,59.0311
2026-02-04 00:00:00+00:00,57.8341
2026-02-04 01:00:00+00:00,58.4326
2026-02-04 02:00:00+00:00,59.0311
2026-02-04 03:00:00+00:00,60.8265
2026-02-04 04:00:00+00:00,62.6219
2026-02-04 05:00:00+00:00,62.0234
2026-02-04 06:00:00+00:00,60.228
2026-02-04 07:00:00+00:00,60.8265
2026-02-04 08:00:00+00:00,59.6296
2026-02-04 09:00:00+00:00,60.228
2026-02-04 10:00:00+00:00,59.6296
2026-02-04 11:00:00+00:00,56.6372
2026-02-04 12:00:00+00:00,57.2357
2026-02-04 13:00:00+00:00,56.6372
2026-02-04 15:00:00+00:00,46.4632
2026-02-04 16:00:00+00:00,50.054
2026-02-04 17:00:00+00:00,55.4403
2026-02-04 18:00:00+00:00,55.4403
2026-02-04 19:00:00+00:00,56.0387
2026-02-04 20:00:00+00:00,54.8418
2026-02-04 21:00:00+00:00,51.251
2026-02-04 22:00:00+00:00,52.4479
2026-02-04 23:00:00+00:00,56.6372
2026-02-05 00:00:00+00:00,56.6372
2026-02-05 01:00:00+00:00,51.8494
2026-02-05 02:00:00+00:00,56.0387
2026-02-05 03:00:00+00:00,55.4403
2026-02-05 04:00:00+00:00,56.0387
2026-02-05 05:00:00+00:00,55.141
2026-02-05 06:00:00+00:00,55.141
2026-02-05 07:00:00+00:00,47.3609
2026-02-05 08:00:00+00:00,43.1716
2026-02-05 09:00:00+00:00,43.1716
2026-02-05 10:00:00+00:00,41.3762
2026-02-05 11:00:00+00:00,43.7701
2026-02-05 12:00:00+00:00,40.7777
2026-02-05 13:00:00+00:00,38.9823
2026-02-05 14:00:00+00:00,42.5732
2026-02-05 15:00:00+00:00,37.1869
2026-02-05 16:00:00+00:00,37.7854
2026-02-05 17:00:00+00:00,41.3762
2026-02-05 18:00:00+00:00,41.3762
2026-02-05 19:00:00+00:00,44.3686
2026-02-05 20:00:00+00:00,46.7624
2026-02-05 21:00:00+00:00,46.7624
2026-02-05 22:00:00+00:00,44.3686
2026-02-05 23:00:00+00:00,46.164
2026-02-06 00:00:00+00:00,42.5732
2026-02-06 11:00:00+00:00,38.0846
2026-02-06 15:00:00+00:00,37.4862
2026-02-06 19:00:00+00:00,37.4862
2026-02-06 23:00:00+00:00,38.6831
2026-02-07 02:00:00+00:00,35.0923
2026-02-07 03:00:00+00:00,35.0923
2026-02-07 04:00:00+00:00,38.6831
2026-02-07 05:00:00+00:00,44.0693
2026-02-07 06:00:00+00:00,44.0693
2026-02-07 07:00:00+00:00,39.2816
2026-02-07 11:00:00+00:00,37.4862
2026-02-07 12:00:00+00:00,38.6831
2026-02-07 15:00:00+00:00,32.6984
2026-02-07 19:00:00+00:00,32.6984
2026-02-07 23:00:00+00:00,35.6908
2026-02-08 03:00:00+00:00,44.0693
2026-02-08 04:00:00+00:00,41.077
2026-02-08 05:00:00+00:00,41.077
2026-02-08 06:00:00+00:00,40.4785
2026-02-08 07:00:00+00:00,38.6831
2026-02-08 11:00:00+00:00,35.0923
2026-02-08 15:00:00+00:00,32.6984
2026-02-08 19:00:00+00:00,31.5015
2026-02-08 23:00:00+00:00,33.8953
2026-02-09 11:00:00+00:00,32.6984
2026-02-09 15:00:00+00:00,31.5015
2026-02-09 19:00:00+00:00,32.6984
2026-02-09 23:00:00+00:00,32.0999
2026-02-10 05:00:00+00:00,31.5015
2026-02-10 06:00:00+00:00,31.5015
2026-02-10 07:00:00+00:00,31.5015
2026-02-10 08:00:00+00:00,31.5015
2026-02-10 09:00:00+00:00,30.903
2026-02-10 10:00:00+00:00,30.903
2026-02-10 11:00:00+00:00,30.903
2026-02-10 12:00:00+00:00,30.903
2026-02-10 13:00:00+00:00,30.903
2026-02-10 14:00:00+00:00,30.903
2026-02-10 15:00:00+00:00,30.903
2026-02-10 16:00:00+00:00,30.903
2026-02-10 17:00:00+00:00,30.903
2026-02-10 18:00:00+00:00,30.903
2026-02-10 19:00:00+00:00,31.5015
2026-02-10 20:00:00+00:00,31.5015
2026-02-10 21:00:00+00:00,30.903
2026-02-10 22:00:00+00:00,31.5015
2026-02-10 23:00:00+00:00,31.5015
2026-02-11 00:00:00+00:00,31.5015
2026-02-11 01:00:00+00:00,34.4938
2026-02-11 02:00:00+00:00,32.6984
2026-02-11 03:00:00+00:00,32.0999
2026-02-11 04:00:00+00:00,30.903
2026-02-11 05:00:00+00:00,28.8083
2026-02-11 06:00:00+00:00,28.8083
2026-02-11 07:00:00+00:00,28.8083
2026-02-11 08:00:00+00:00,28.8083
2026-02-11 09:00:00+00:00,29.4068
2026-02-11 10:00:00+00:00,29.4068
2026-02-11 11:00:00+00:00,28.8083
2026-02-11 12:00:00+00:00,28.8083
2026-02-11 13:00:00+00:00,28.8083
2026-02-11 14:00:00+00:00,28.8083
2026-02-11 15:00:00+00:00,28.8083
2026-02-11 16:00:00+00:00,28.8083
2026-02-11 17:00:00+00:00,28.8083
2026-02-11 18:00:00+00:00,28.8083
2026-02-11 19:00:00+00:00,28.8083
2026-02-11 20:00:00+00:00,28.8083
2026-02-11 21:00:00+00:00,28.8083
2026-02-11 22:00:00+00:00,28.8083
2026-02-11 23:00:00+00:00,28.8083
2026-02-12 00:00:00+00:00,28.8083
2026-02-12 01:00:00+00:00,29.4068
2026-02-12 02:00:00+00:00,28.8083
2026-02-12 03:00:00+00:00,29.4068
2026-02-12 04:00:00+00:00,30.0053
2026-02-12 11:00:00+00:00,32.6984
2026-02-12 15:00:00+00:00,30.3045
2026-02-12 19:00:00+00:00,30.3045
2026-02-12 23:00:00+00:00,30.3045
